product_name,batch_number,manufacturer,alert_date,reason,source_document,lab_type,extraction_confidence,page,mfg_date,expiry_date,reported_by
WORMKILL-PLUS (Albendazole & Ivermectin Oral Suspension),SRVL-24003,SPAS Remedies,2025-04-30,Assay for Albendazole and Ivermectin,stnsqapr25.pdf,state,medium,1,Jun-24,May-26,Karnataka
Paracetamol Tablets IP 650 mg,PCT24034,Vivek Pharmachem (India) Ltd.,2025-04-30,Test for Dissolution” and “Description,stnsqapr25.pdf,state,medium,1,Feb-24,Jan-26,Karnataka
Glimepiride 1 mg & Metformin HCl 500mg (Sustained Release) Tablets IP,SPT40298,Surge Pharmaceuticals Pvt. Ltd.,2025-04-30,Test for Dissolution” and “Assay for Glimeperide,stnsqapr25.pdf,state,medium,1,Sep-24,Aug-26,Karnataka
Spoorthi Aloegramflour Soap,6,Spoorthi Herbals No.:299,2025-04-30,Test for Matter insoluble in Alcohol only,stnsqapr25.pdf,state,medium,1,Jun-24,May-27,Karnataka
Acremox-500 (Amoxycillin Trihydrate & Lactic Acid Bacillus Capsules),ABC24002,Alexa Pharmaceuticals,2025-04-30,Assay for Amoxycillin,stnsqapr25.pdf,state,medium,1,Apr-24,Mar-26,Karnataka
Ketoconazole Tablets I.P. 200mg,GT301737,Gnosis Pharmaceuticals Pvt. Ltd.,2025-04-30,Description only,stnsqapr25.pdf,state,medium,1,Mar-24,Feb-26,Karnataka
Compound Sodium Lactate Injection I.P (Ringer Lactate Solution for injection I.P) (RL),4D40168,IHL Lifesciences Pvt. Ltd.,2025-04-30,Test for Sterility,stnsqapr25.pdf,state,medium,1,Oct-24,Sep-27,Karnataka
Amitriptyline HCl & Chlordiazepoxide Tablets USP (AMTOPIC-PLUS),N2402062,Talent Healthcare,2025-04-30,Assay for Amitriptyline only,stnsqapr25.pdf,state,medium,1,Feb-24,Jan-26,Karnataka
Sodium Chloride Injection IP (0.9% W/v) NS,4HB01401,Aishwarya Lifesciences,2025-04-30,Test for Sterility,stnsqapr25.pdf,state,medium,2,May-24,Apr-27,Karnataka
Ofloxacin & Ornidazole Tablets IP (200 mg +500 mg) (Floxo OZ),TAH-231704,Prochem Pharmaceuticals Pvt. Ltd.,2025-04-30,Description,stnsqapr25.pdf,state,medium,2,Sep-23,Aug-25,Karnataka
Infusion Set (BMD),BIV-020,Bhgwati Medicare Devices,2025-04-30,Test for Sterility,stnsqapr25.pdf,state,medium,2,Aug-24,Jul-27,Karnataka
"Albendazole Tablet IP 400 mg,",T24/007A,Samkem,2025-04-30,Dissolution does not comply as per IP.,stnsqapr25.pdf,state,medium,2,Dec-24,Nov-26,"State Lab, Drugs Control Laboratory, Telangana."
"Albendazole Tablet IP 400 mg,",T24/020A,Samkem,2025-04-30,Dissolution does not comply as per IP.,stnsqapr25.pdf,state,medium,2,Dec-24,Nov-26,"State Lab, Drugs Control Laboratory, Telangana."
"Albendazole Tablet IP 400 mg,",T24/016A,Samkem,2025-04-30,Dissolution does not comply as per IP.,stnsqapr25.pdf,state,medium,2,Dec-24,Nov-26,"State Lab, Drugs Control Laboratory, Telangana."
Albendazole Tablets IP 400 mg,T24/011A,Samkem,2025-04-30,Sample Does not comply in respect of Dissolution Test as per IP.,stnsqapr25.pdf,state,medium,2,Dec-24,Nov-26,"State Lab, Drugs Control Laboratory, Telangana."
"Albendazole Tablet IP 400 mg,",T24/015A,Samkem15-B &,2025-04-30,Dissolution does not comply as per IP.,stnsqapr25.pdf,state,medium,2,Dec-24,Nov-25,"State Lab, Drugs Control Laboratory, Telangana."
Albendazole Tablets IP 400 mg,T24/018A,Samkem15-B &,2025-04-30,Dissolution dose not complies as per IP.,stnsqapr25.pdf,state,medium,2,Dec-24,Nov-26,"State Lab, Drugs Control Laboratory, Telangana."
"Albendazole Tablet IP 400 mg,",C25F944019,Concept Pharmaceuticals Ltdm,2025-04-30,Dissolution dose not complies as per IP.,stnsqapr25.pdf,state,medium,2-3,Jun-24,May-26,"State Lab, Drugs Control Laboratory, Telangana."
"Emiral OD Tablets, Ondansetron orally disintegrating Tablets IP",HT24565,Habitare Pharma Pvt Ltd,2025-04-30,Disintegration dose not complies as per IP.,stnsqapr25.pdf,state,medium,3,Jul-24,Jun-26,"State Lab, Drugs Control Laboratory, Telangana."
Ambroxol Hydrochloride Syrup 30 mg/5 ml,724559,Syndicate Pharma,2025-04-30,"Misbranded The drug failed to indicate the common name of the colour, used in the drug, on the product label, as required under Rule 127(2) of the Drugs Rules, 1945. The label merely states Approved Colour Used. Hence, the drug is deemed to be Misbranded under Section 17 of the Drugs and Cosmetics Act, 1940, as it is not labeled in the prescribed manner.",stnsqapr25.pdf,state,medium,3,Dec-24,Nov-26,"S t a t e L a b , Drugs Control Laboratory, Telangana."
"Lulimark Creams, Luliconazole Cream 1%",92447,Forever LifeScience Pvt.Ltd.,2025-04-30,"Misbranded The drug Product Luliconazole Cream is official, i.e., it is included in the current edition of the Indian Pharamacopoeia (IP- 2022). As required under the Second Schedule of the Drugs and Cosmetics Act, 1940, the said drug Product shall mandatorily comply with the standards set out in the Indian Pharmacopoeia. However, the designation ""IP""in conjunction with the official title Luliconazole Cream was not mentioned on the label of the drug product as an indication that it purports to comply with IP standards. Hence, drug under Section 17 of the Drugs and Cosmetics Act, 1940 as it is not labeled in the prescribed manner.",stnsqapr25.pdf,state,medium,3-4,Sep-24,Aug-26,"S t a t e L a b , Drugs Control Laboratory, Telangana."
Winocin 500 (Paracetamol tablets IP 500 mg),JT-2405719,Jineka Healthcare Pvt. Ltd,2025-04-30,"The sample does not conform to standard quality in respect of the test for ""Dissolution"" performed.",stnsqapr25.pdf,state,medium,4,May-24,Oct-26,"State Drugs Testing Laboratory, Agartala, Tripura."
Fevimed (Paracetamol tablets IP 500 mg),T-23204,Kshipra Drugs Pvt. Ltd.,2025-04-30,"The sample does not conform to standard quality in respect of the test for ""Dissolution"" performed.",stnsqapr25.pdf,state,medium,4,Sep-23,Aug-25,"State Drugs Testing Laboratory, Agartala, Tripura."
Sucrapolis-O Suspension,CSDL24368,CSD Lifesciences,2025-04-30,sample does not conform to label claim with respect to the content of Oxetacaine,stnsqapr25.pdf,state,medium,4-5,Oct-24,Sep-26,"Drugs Testing Laboratory, Chennai - 6"
Gentamicin Injection I.P- 2ml,24BUH83,SVP Life Sciences,2025-04-30,Sample does not conform to the requirement for pH.,stnsqapr25.pdf,state,medium,5,Aug-24,Jul-26,"King Institute of Preventive Medicine & Research, Guindy, Chennai-32"
Gentamicin Injection I.P- 2ml,YGN4102,Yeluri formulations Pvt Ltd,2025-04-30,Sample does not conform to the requirement for pH.,stnsqapr25.pdf,state,medium,5,Jul-24,Jun-26,"King Institute of Preventive Medicine & Research, Guindy, Chennai-32"
Cefixime Tablets IP 400 mg,HTB404G,Himalaya Meditek Pvt Ltd,2025-04-30,Sample does not conform to IP Specification for Cefixime Tablets with respect to the content of Anhydrous Cefixime in Cefixime Trihydrate.,stnsqapr25.pdf,state,medium,5,Jul-24,Jun-26,"Drugs Testing Laboratory, Madurai-19"
L-Histact-M Tablets,24DT122A,Kashmik Formuation Pvt Ltd,2025-04-30,Sample does not conform to IP Specification for Levocetrizine Hydrocloride and Montelukast Tablets with respect to the contect of Levocetrizine Hydrochloride and Montelukast in Montelukast in Montelukast sodium.,stnsqapr25.pdf,state,medium,5,Jun-26,May-27,"Drugs Testing Laboratory, Madurai-19"
Cefixime & Potassium Clavulanate Tablets (Alfix-CV),CT24117D,Curehealth Pharmaceticals Pvt Ltd,2025-04-30,Sample does not conform to label claim with respect to the content of Clavulanic Acid in Potassium Clavulanate.,stnsqapr25.pdf,state,medium,5,Aug-24,Jan-26,"Drugs Testing Laboratory, Madurai-19"
Lelet-M Syrup (Montelukast Sodium and levocetirizine hydrochloride syrup),LLMS-063,IOSIS Remedies pvt ltd,2025-04-30,sample does not conform to label claim with respect to content of Montelukast in Montelukast sodium,stnsqapr25.pdf,state,medium,5,Apr-24,Mar-26,"Drugs Testing Laboratory, Madurai-19"
Amoxycillin and potassium clavulanate tablets IP (AUGMONT CV 625 DUP Co- amoxiclav),BT408244A,Nikvin Healthcare (I) Pvt Ltd,2025-04-30,Sample does not conform to IP specification for amoxycillin and potassium clavulanate tablets with respect to the content of Clavulanic acid in potassium clavulanate.,stnsqapr25.pdf,state,medium,6,Aug-24,Apr-26,"Drugs Testing Laboratory, Madurai-19"
Amoxycillin and potassium clavulanate tablets IP 625 mg,BT240491,Hindustan Antibiotics Ltd,2025-04-30,Sample does not conform to IP specification for amoxycillin and potassium clavulanate tablets with respect to the content of Clavulanic acid in potassium clavulanate.,stnsqapr25.pdf,state,medium,6,May-24,Apr-26,"Drugs Testing Laboratory, Madurai-19"
Lidocaine Hydrochloride and Gabapentin Gel (Gabaneuron Gel),PWBBO7,Pure & Cure Healthcare Pvt Ltd,2025-04-30,Sample does not conform to lebel claim with respect to the content of Gabapentin,stnsqapr25.pdf,state,medium,6,Jun-24,Nov-25,"Drugs Testing Laboratory, Madurai-19"
Petben (Benzoyl peroxide shampoo 2.5%),0000678585,Hidustan Antibitics Ltd,2025-04-30,Sample does not conform to lebel claim with respect to description of shampoo,stnsqapr25.pdf,state,medium,6,Mar-24,Feb-26,"Drugs Testing Laboratory, Madurai-19"
Omeprazole Capsules IP 20mg,HCN423F,Himalaya Meditek Pvt Ltd,2025-04-30,Sample does not conform to IP specification with respect to Uniformity of weight,stnsqapr25.pdf,state,medium,6,Jun-24,May-26,"Drugs Testing Laboratory, Madurai-19"
"Clotrimazole and Selenium Sulfide Suspension, candid tv",46230305,Glenmark Pharmaceuticals Ltd,2025-04-30,Sample does not conform to label claim with respect to identification and the content of clotrimazole (Deemed to be spurious),stnsqapr25.pdf,state,medium,6,Dec-23,Nov-25,"Drugs Testing Laboratory, Madurai-19"
Amoxycillin & Potassium Calvulanate Tablets,BT406210A,Nikvin Healthcare (I) Pvt Ltd,2025-04-30,Sample does not conform to IP specification for Amoxycillin and Potassium Clavulanate Tablets with respect to Dissolution for Clavulanic Acid and to the content of Clavulanic Acid in Potassium Clavulanate Diluted,stnsqapr25.pdf,state,medium,7,Jun-24,May-26,"Drugs Testing Laboratory, Chennai-06"
Nitrobi-CR 2.6(Nitroglycerin Controlled Release Tablets 2.6mg),JT-2312229,Jeneka Healthcaere Pvt Ltd,2025-04-30,Sample does not conform to Label Claim with respect to the content of Nitroglycerine in Diluted,stnsqapr25.pdf,state,medium,7,Dec-23,Nov-25,"Drugs Testing Laboratory, Madurai-19"
Bisacodyl Tablets IP 5mg,TA24688,Saintlife Pharmaceuticals Ltd,2025-04-30,Sample does not conform to IP specification for Bisacodyl Tablets with respect to Dissolution (Acid medium and Buffer medium),stnsqapr25.pdf,state,medium,7,Aug-24,Jul-26,"Drugs Testing Laboratory, Chennai-06"
Moxivin-CV 625 (Amoxycillin and Potassium Calvulnate Tablets IP),VMIT2404,Vertex Pharma Chemicals,2025-04-30,"The Sample does not conform to IP specification for Amoxycillin and Potassium Clavulanate Tablets with respect to Identification of Potassium Clavulanate, Uniformity of weight and content of Amoxycillin in Amoxycillin Trihydrate and Clavulanic Acid in Potassium Clavulanate (Deemed to be spurious).",stnsqapr25.pdf,state,medium,7,Oct-24,Sep-26,"Drugs Testing Laboratory, Madurai-19"
Burmoxicla+V(Amoxycill in & Potassium Clavulanate Oral Suspension IP),ABD-187C,Azot Life Sciences,2025-04-30,Sample does not conform to IP specification for Amoxycillin and Potassium Clavulanate oral suspension with respect to the content of Clavulanic Acid in Potassium Clavulanate,stnsqapr25.pdf,state,medium,7-8,Jun-24,Nov-25,"Drugs Testing Laboratory, Madurai-19"
Z&D Syrup (Zinc Gluconate Oral Solution 20mg),XSZE24005,Hema Laboratories Pvt Ltd,2025-04-30,Sample does not conform to Label Claim with respect to content of Elemental Zinc in Zinc Gluconate,stnsqapr25.pdf,state,medium,8,Aug-24,Jan-26,"Drugs Testing Laboratory, Madurai-19"
"Softuss-D (Dextromethorphan Hydrobromide, Phenylephrine Hydrochloride & Chlorpheniramine Maleate Syrup)",DL2501013B,Indorama Health Care Pvt Ltd,2025-04-30,Sample does not conform to IP specification for label claim with respect to the content of Phenylephrine Hydrochloride,stnsqapr25.pdf,state,medium,8,Jan-25,Dec-26,"Drugs Testing Laboratory, Chennai-06"
Chlorpheniramine Maleate IP & Noscapine IP Oral Syrup (Coscopin Linctus),VTL4006,Biological E Limited,2025-04-30,Sample does not conform to Label claim with respect to the content of Noscapine,stnsqapr25.pdf,state,medium,8,Mar-24,Feb-26,"Drugs Testing Laboratory, Madurai-19"
Betamethasone Valerate Ointment IP 0.1% w/w,B75,Syndicate Pharma,2025-04-30,Sample does not conform to IP specification for Betamethasone Valerate Ointment with respect to the content of Betamethasone in Betamethasone Valerate,stnsqapr25.pdf,state,medium,8,Aug-24,Jul-26,"Drugs Testing Laboratory, Madurai-19"
Betamethasone Valerate Cream IP,E4062,Rhydburg Pharmaceuticals Ltd,2025-04-30,Sample does not conform to IP specification for Betamethasone Valerate Cream with respect to the content of Betamethasone in Betamethasone Valerate.,stnsqapr25.pdf,state,medium,8,Feb-24,Jan-26,"Drugs Testing Laboratory, Madurai-19"
Synclov-625 Tablets (Amoxycillin & Potassium Clavulanate Tablets IP),MICTAB-2120,Micro Formulations,2025-04-30,Sample does not conform to IP specification for Amoxycillin and Potassium Clavulanate Tablets with respect to Dissolution for Clavulanic Acid and to the content of Clavulanic Acid in Potassium Clavulanate Diluted,stnsqapr25.pdf,state,medium,8-9,Jan-25,Jun-26,"Drugs Testing Laboratory, Chennai-06"
Frusemide Injection IP- 2ml,24BTC63,SVP Life Sciences,2025-04-30,Sample does not conform to requirement for sterility,stnsqapr25.pdf,state,medium,9,Mar-24,Feb-26,"King Institute of Preventive Medicine & Research, Guindy, Chennai-32"
Progaba Gel (Lidocaine Hydrochloride & Gabapentin Gel),PSWAB66,Pure & Cure Healthcare Pvt Ltd,2025-04-30,Sample does not conform to Label claim with respect to the content of Gabapentin,stnsqapr25.pdf,state,medium,9,Jun-24,Nov-25,"Drugs Testing Laboratory, Madurai-19"
Povigin (Povidone Iodine Ointment USP 5%w/w),PZ-2414,GP Glister Pharmaceutical,2025-04-30,Sample does not conform to USP specification for Povidone- Iodine Ointment with respect to the content of Available Iodine in Povidone- Iodine,stnsqapr25.pdf,state,medium,9,Sep-24,Aug-26,"Drugs Testing Laboratory, Chennai-06"
Pantozor Tablets (Pantoprazole Sodium Tablets IP),UTBO25A,Haustus Biotech Pvt Ltd,2025-04-30,Sample does not conform to IP specification for Pantoprazole Tablets with respect to Dissolution in Buffer stage,stnsqapr25.pdf,state,medium,9,Feb-25,Jan-27,"Drugs Testing Laboratory, Chennai-06"
Frusemide Tablets IP 40mg,TA24283,Saintlife Pharmaceuticals Ltd,2025-04-30,Sample does not conform to IP specification for Frusemide Tablets with respect to Dissolution,stnsqapr25.pdf,state,medium,9,Jul-24,Jun-26,"Drugs Testing Laboratory, Chennai-06"
Atorvastatin Tablets IP 10mg,CT240246A,Candour Pharmaceuticals,2025-04-30,Sample does not conform to IP specification for Atorvastatin Calcium Tablets with respect to Dissolution,stnsqapr25.pdf,state,medium,9,Jul-24,Jun-26,"Drugs Testing Laboratory, Chennai-06"
Diclofenac Sodium Tablets IP,THB24028AL,Hindustan Laboratories Limited,2025-04-30,Sample does not conform to IP specification for Enteric Coated Tablets with respect to Disintegration,stnsqapr25.pdf,state,medium,9,Jul-24,Jun-26,"Drugs Testing Laboratory, Chennai-06"
Atorvastatin Tablets IP 10mg,AT24045,Eurokem Laboratories Pvt ltd,2025-04-30,Sample does not conform to IP specification for Atorvastatin Calcium Tablets with respect to Dissolution,stnsqapr25.pdf,state,medium,10,Aug-24,Jan-26,"Drugs Testing Laboratory, Chennai-06."
Glypro 1 (Glimepiride Tablets IP) 1mg,FGYO-1626,Firstmed Therapeutics Pvt Ltd,2025-04-30,Sample does not conform to IP specification for Glimepiride Tablets with respect to the content of Glimepiride,stnsqapr25.pdf,state,medium,10,Dec-24,Nov-26,"Drugs Testing Laboratory, Madurai-19"
Merocet (Cetirizine Hydrochloride Syrup),1124192,Kite Formulation,2025-04-30,Sample does not conform to IP specification with respect to the PH.,stnsqapr25.pdf,state,medium,10,Nov-24,Oct-26,"Drugs Testing Laboratory, Madurai-19"
Mupropet (Mupirocin Ointment IP 2%w/w),DG2436,Arius Formulations Pvt Ltd,2025-04-30,Sample does not conform to IP specification for Mupirocin Ointment with respect to the content of Mupirocin,stnsqapr25.pdf,state,medium,10,Jul-24,Dec-25,"Drugs Testing Laboratory, Chennai-06."
Atorvastatin Tablets IP 10mg,A297,Rikenbik Pharma,2025-04-30,Sample does not conform to IP specification for Atorvastatin Calcium Tablets with respect to Dissolution,stnsqapr25.pdf,state,medium,10,Jul-24,Jun-26,"Drugs Testing Laboratory, Chennai-06."
Labetalol Hydrochloride Tablets IP 100 mg,UGT231341,Unimarck Healthcare Ltd.,2025-04-30,Test For Assay(Content) of Labetalol Hydrochloride,stnsqapr25.pdf,state,medium,10,10/2023,Sep-25,Government of NCT of Delhi
Aspirin Gastro Resistant Tab IP 75 mg,ANET1235,Unicure India Ltd,2025-04-30,It fails the test ‘Dissolution’ Specified in the laboratory protocol as per IP,stnsqapr25.pdf,state,medium,10,May-24,Apr-26,Drugs Testing Laboratory Thiruvananthapura m
Telmisartan & Amlodipine Tablets IP,UGT24G06A,Unigrow Pharmaceuticals,2025-04-30,It fails the tests for ‘Assay’ of Amlodipine and ‘Dissolution’ as specified in the Laboratory Protocol as per IP,stnsqapr25.pdf,state,medium,10,Oct-24,Sep-26,Drugs Testing Laboratory Thiruvananthapura m
Ahaglow Face Wash Gel 50 gm,AHA202,Torrent Pharmaceuticals Ltd,2025-04-30,The sample does not conform to Cosmetics Rules 2020 for the standards of cosmetics. It fails the test for the content of ‘Mercury’ in finished cosmetic products as specified in the Laboratory Protocol.,stnsqapr25.pdf,state,medium,10-11,May-24,Apr-26,Drugs Testing Laboratory Thiruvananthapura m
"Alograce Cream (Vitamin E, Honey & Aloevera Cream)",A2JJX048,RSH Global Pvt. Ltd,2025-04-30,The sample does not conform to IS 6608:2004 for specifications of skin cream. It fails the test for “Heavy metals (as lead) ppm” as specified in the laboratory protocol,stnsqapr25.pdf,state,medium,11,Dec-24,Dec-26,Drugs Testing Laboratory Thiruvananthapura m
Pantonis-40 (Pantoprazole Sodium Gastro Resistant Tab IP),JMT-2407371,JMM Laboratories,2025-04-30,"It fails the test ‘Dissolution’ as per IP, as Specified in the laboratory protocol",stnsqapr25.pdf,state,medium,11,Jul-24,Jun-26,Drugs Testing Laboratory Thiruvananthapura m
Nebivolol Tablets IP,KMNB 24002,Ravian Life Sciences Pvt Ltd,2025-04-30,"It fails the test for ‘Dissolution’ as per IP, as Specified in the laboratory protocol",stnsqapr25.pdf,state,medium,11,Oct-24,Sep-26,Drugs Testing Laboratory Thiruvananthapura m
Ondansetron Tablets IP 4 mg,ONTB-06,Nestor Pharmaceuticals Limited,2025-04-30,It fails the test for ‘Dissolution’ as per IP as Specified in the laboratory protocol,stnsqapr25.pdf,state,medium,11,Sep-24,Aug-26,Drugs Testing Laboratory Thiruvananthapura m
Paracetamol Tablets IP 500 mg,PAK-517,Healer’s Lab,2025-04-30,It fails the test for ‘Dissolution’ as per IP as Specified in the laboratory protocol,stnsqapr25.pdf,state,medium,11,May-23,Apr-26,Drugs Testing Laboratory Thiruvananthapura m
Restomol 650 (Paracetamol Tablets IP 650 mg),K1224079,Kaushik Therapeutics (P) Ltd,2025-04-30,It fails the test for ‘Dissolution’ as per IP as Specified in the laboratory protocol,stnsqapr25.pdf,state,medium,11,Dec-24,Nov-27,Drugs Testing Laboratory Thiruvananthapura m
Nicocred-10 (Nicorandil Tablets 10 mg),SGT- 241195,SB Life Sciences Pvt Ltd,2025-04-30,"It fails the tests ‘Dissolution’ and ‘Assay’ as per IP , specified in the laboratory protocol",stnsqapr25.pdf,state,medium,11-12,Aug-24,Jul-26,Drugs Testing Laboratory Thiruvananthapura m
Cefixime Oral Suspension IP Dry Syrup 30 ml,CADB- 02,Nestor Pharmaceuticals Limited,2025-04-30,"It fails the test Assay, water and descriptive part for oral liquids as per IP , as specified in the Laboratory Protocol",stnsqapr25.pdf,state,medium,12,Jun-24,May-26,Drugs Testing Laboratory Thiruvananthapura m
Paracetamol Tab IP 500 mg,PAK-558,Healer’s Lab,2025-04-30,"It fails the test ‘Dissolution’ as per IP , as Specified in the laboratory protocol",stnsqapr25.pdf,state,medium,12,Sep-23,Aug-26,Drugs Testing Laboratory Thiruvananthapura m
Paracetamol Tab IP 500 mg,PAK-524,Healer’s Lab,2025-04-30,It fails the test ‘Dissolution’ as per IP specified in the laboratory protocol,stnsqapr25.pdf,state,medium,12,May-23,Apr-26,Drugs Testing Laboratory Thiruvananthapura m
Tab Telmisartan IP 40 mg,GTM18,Super Formulation Pvt Ltd,2025-04-30,"It fails the test ‘Dissolution’ as per IP, specified in the laboratory protocol",stnsqapr25.pdf,state,medium,12,Jun-24,May-26,Drugs Testing Laboratory Thiruvananthapura m
Oxfendazole & Ivermectin Bolus (Vet.) WELLMOX-1,AGWT25019,Argon Remedies Pvt. Ltd.,2025-04-30,The content of Ivermectin found to be 29.69 mg per bolus (74.225%) against labelled claim of 40 mg per bolus.,stnsqapr25.pdf,state,medium,12,Jan-25,Dec-26,"State Drugs Laboratory, Punjab"
Oxfendazole & Ivermectin Bolus (Vet.) WELLMOX-1,AGWT25018,Argon Remedies Pvt. Ltd.,2025-04-30,The content of Oxfendazole found to be 883.42 mg per bolus (88.342%) against labelled claim of 1000 mg per bolus.,stnsqapr25.pdf,state,medium,12,Jan-25,Dec-26,"State Drugs Laboratory, Punjab"
Oxfendazole & Ivermectin Bolus (Vet.) WELLMOX-1,AGWT25038,Argon Remedies Pvt. Ltd.,2025-04-30,1. Description. 2. The Content of Ivermectin found to be 34.73 mg per bolus (86.825%) against labelled claim of 40 mg per bolus.,stnsqapr25.pdf,state,medium,13,Jan-25,Dec-26,"State Drugs Laboratory, Punjab"
Oxfendazole & Ivermectin Bolus (Vet.) WELLMOX-1,AGWT25025,Argon Remedies Pvt. Ltd.,2025-04-30,The content of Ivermectin found to be 28.57 mg per bolus (71.425%) against labelled claim of 40 mg per bolus.,stnsqapr25.pdf,state,medium,13,Jan-25,Dec-26,"State Drugs Laboratory, Punjab"
Oxfendazole & Ivermectin Bolus (Vet.) WELLMOX-1,AGWT25034,Argon Remedies Pvt. Ltd.,2025-04-30,The content of Ivermectin found to be 34.91 mg per bolus (87.275%) against labelled claim of 40 mg per bolus.,stnsqapr25.pdf,state,medium,13,Jan-25,Dec-26,"State Drugs Laboratory, Punjab"
Oxfendazole & Ivermectin Bolus (Vet.) WELLMOX-1,AGWT25033,Argon Remedies Pvt. Ltd.,2025-04-30,The content of Ivermectin found to be 26.66 mg per bolus (66.65%) against labelled claim of 40 mg per bolus.,stnsqapr25.pdf,state,medium,13,Jan-25,Dec-26,"State Drugs Laboratory, Punjab"
Oxfendazole & Ivermectin Bolus (Vet.) WELLMOX-1,AGWT25032,Argon Remedies Pvt. Ltd.,2025-04-30,The content of Ivermectin found to be 30.19 mg per bolus (75.475%) against labelled claim of 40 mg per bolus.,stnsqapr25.pdf,state,medium,13,Jan-25,Dec-26,"State Drugs Laboratory, Punjab"
Oxfendazole & Ivermectin Bolus (Vet.) WELLMOX-1,AGWT25031,Argon Remedies Pvt. Ltd.,2025-04-30,1. The content of Ivermectin found to be 32.52 mg per bolus (81.30%) against labelled claim of 40 mg per bolus.2. The Content of Oxfendazole found to be 880.01 mg per bolus (88.001%) against labelled claim of 1000 mg per bolus.,stnsqapr25.pdf,state,medium,13,Jan-25,Dec-26,"State Drugs Laboratory, Punjab"
Oxfendazole & Ivermectin Bolus (Vet.) WELLMOX-1,AGWT25037,Argon Remedies Pvt. Ltd.,2025-04-30,1. The content of Oxfendazole found to be 877.69 mg per bolus (87.769%) against labelled claim of 1000 mg per bolus. 2. The Content of Ivermectin found to be 28.220 mg per bolus (70.55%) against labelled claim of 40 mg per bolus.,stnsqapr25.pdf,state,medium,13-14,Jan-25,Dec-26,"State Drugs Laboratory, Punjab"
Oxfendazole & Ivermectin Bolus (Vet.) WELLMOX-1,AGWT25041,Argon Remedies Pvt. Ltd.,2025-04-30,The content of Ivermectin found to be 33.19 mg per bolus (82.975%) against labelled claim of 40 mg per bolus.,stnsqapr25.pdf,state,medium,14,Jan-25,Dec-26,"State Drugs Laboratory, Punjab"
Oxfendazole & Ivermectin Bolus (Vet.) WELLMOX-1,AGWT25035,Argon Remedies Pvt. Ltd.,2025-04-30,The content of Ivermectin found to be 25.17 mg per bolus (62.925%) against labelled claim of 40 mg per bolus.,stnsqapr25.pdf,state,medium,14,Jan-25,Dec-26,"State Drugs Laboratory, Punjab"
Oxfendazole & Ivermectin Bolus (Vet.) WELLMOX-1,AGWT25036,Argon Remedies Pvt. Ltd.,2025-04-30,The content of Ivermectin found to be 28.66 mg per bolus (71.65%) against labelled claim of 40 mg per bolus.,stnsqapr25.pdf,state,medium,14,Jan-25,Dec-26,"State Drugs Laboratory, Punjab"
Aceclofenac & Paracetamol Tablets IP,GG204014,Innova Captab Limited,2025-04-30,Misbranded Product is not official in I.P as on its manufacturing date mentioned on its label i.e. April 2024.,stnsqapr25.pdf,state,medium,14,Apr-24,Mar-26,"S t a t e D r u g s Laboratory, Punjab"
Oxfendazole & Ivermectin Bolus (Vet.) WELLMOX-1,AGWT25024,Argon Remedies Pvt. Ltd.,2025-04-30,The content of Ivermectin found to be 33.069 mg per bolus (82.672%) against labelled claim of 40 mg per bolus.,stnsqapr25.pdf,state,medium,14,Jan-25,Dec-26,"State Drugs Laboratory, Punjab"
Oxfendazole & Ivermectin Bolus (Vet.) WELLMOX-1,AGWT25029,Argon Remedies Pvt. Ltd.,2025-04-30,The content of Ivermectin found to be 33.29 mg per bolus (83.225%) against labelled claim of 40 mg per bolus.,stnsqapr25.pdf,state,medium,14,Jan-25,Dec-26,"State Drugs Laboratory, Punjab"
Oxfendazole & Ivermectin Bolus (Vet.) WELLMOX-1,AGWT25028,Argon Remedies Pvt. Ltd.,2025-04-30,The content of Ivermectin found to be 31.82 mg per bolus (79.55%) against labelled claim of 40 mg per bolus.,stnsqapr25.pdf,state,medium,14-15,Jan-25,Dec-26,"State Drugs Laboratory, Punjab"
Oxfe ndazole & Ivermectin Bolus (Vet.) WELLMOX-1,AGWT25027,Argon Remedies Pvt. Ltd.,2025-04-30,The content of Ivermectin found to be 31.68 mg per bolus (79.20%) against labelled claim of 40 mg per bolus.,stnsqapr25.pdf,state,medium,15,Jan-25,Dec-26,"State Drugs Laboratory, Punjab"
Oxfe ndazole & Ivermectin Bolus (Vet.) WELLMOX-1,AGWT25026,Argon Remedies Pvt. Ltd.,2025-04-30,The content of Ivermectin found to be 33.055 mg per bolus (82.637%) against labelled claim of 40 mg per bolus.,stnsqapr25.pdf,state,medium,15,Jan-25,Dec-26,"State Drugs Laboratory, Punjab"
Oxfe ndazole & Ivermectin Bolus (Vet.) WELLMOX-1,AGWT25030,Argon Remedies Pvt. Ltd.,2025-04-30,The content of Ivermectin found to be 31.66 mg per bolus (79.15%) against labelled claim of 40 mg per bolus.,stnsqapr25.pdf,state,medium,15,Jan-25,Dec-26,"State Drugs Laboratory, Punjab"
Clon azepam and Paroxetine Hydrochloride CR Tablets (Exotine CR),17671,Elikem Pharmaceuticals Pvt. Ltd.,2025-04-30,Uniformity of Weight,stnsqapr25.pdf,state,medium,15,Feb-24,Jan-27,"State Drugs Laboratory, Punjab"
